region,date,consumption
Auvergne-Rhône-Alpes,2013-02-27,10651
Auvergne-Rhône-Alpes,2013-02-28,10154
Auvergne-Rhône-Alpes,2013-03-01,10316
Auvergne-Rhône-Alpes,2013-03-02,9425
Auvergne-Rhône-Alpes,2013-03-03,8704
Auvergne-Rhône-Alpes,2013-03-04,9464
Auvergne-Rhône-Alpes,2013-03-05,9470
Auvergne-Rhône-Alpes,2013-03-06,9311
Auvergne-Rhône-Alpes,2013-03-07,8912
Auvergne-Rhône-Alpes,2013-03-08,8713
Auvergne-Rhône-Alpes,2013-03-09,7954
Auvergne-Rhône-Alpes,2013-03-10,7530
Auvergne-Rhône-Alpes,2013-03-11,8536
Auvergne-Rhône-Alpes,2013-03-12,8842
Auvergne-Rhône-Alpes,2013-03-13,9925
Auvergne-Rhône-Alpes,2013-03-14,10278
Auvergne-Rhône-Alpes,2013-03-15,10314
Auvergne-Rhône-Alpes,2013-03-16,9285
Auvergne-Rhône-Alpes,2013-03-17,8491
Auvergne-Rhône-Alpes,2013-03-18,9468
Auvergne-Rhône-Alpes,2013-03-19,9303
Auvergne-Rhône-Alpes,2013-03-20,9134
Auvergne-Rhône-Alpes,2013-03-21,9052
Auvergne-Rhône-Alpes,2013-03-22,8540
Auvergne-Rhône-Alpes,2013-03-23,7588
Auvergne-Rhône-Alpes,2013-03-24,7396
Auvergne-Rhône-Alpes,2013-03-25,8704
Auvergne-Rhône-Alpes,2013-03-26,9135
Auvergne-Rhône-Alpes,2013-03-27,8999
Auvergne-Rhône-Alpes,2013-03-28,9213
Auvergne-Rhône-Alpes,2013-03-29,9114
Auvergne-Rhône-Alpes,2013-03-30,8059
Auvergne-Rhône-Alpes,2013-03-31,7759
Auvergne-Rhône-Alpes,2013-04-01,7933
Auvergne-Rhône-Alpes,2013-04-02,8705
Auvergne-Rhône-Alpes,2013-04-03,8552
Auvergne-Rhône-Alpes,2013-04-04,8688
Auvergne-Rhône-Alpes,2013-04-05,8661
Auvergne-Rhône-Alpes,2013-04-06,8005
Auvergne-Rhône-Alpes,2013-04-07,7668
Auvergne-Rhône-Alpes,2013-04-08,8812
Auvergne-Rhône-Alpes,2013-04-09,8884
Auvergne-Rhône-Alpes,2013-04-10,8386
Auvergne-Rhône-Alpes,2013-04-11,8131
Auvergne-Rhône-Alpes,2013-04-12,8028
Auvergne-Rhône-Alpes,2013-04-13,6977
Auvergne-Rhône-Alpes,2013-04-14,6200
Auvergne-Rhône-Alpes,2013-04-15,7022
Auvergne-Rhône-Alpes,2013-04-16,7035
Auvergne-Rhône-Alpes,2013-04-17,7012
Auvergne-Rhône-Alpes,2013-04-18,6908
Auvergne-Rhône-Alpes,2013-04-19,7158
Auvergne-Rhône-Alpes,2013-04-20,6989
Auvergne-Rhône-Alpes,2013-04-21,6611
Auvergne-Rhône-Alpes,2013-04-22,7534
Auvergne-Rhône-Alpes,2013-04-23,7510
Auvergne-Rhône-Alpes,2013-04-24,7203
Auvergne-Rhône-Alpes,2013-04-25,6962
Auvergne-Rhône-Alpes,2013-04-26,6891
Auvergne-Rhône-Alpes,2013-04-27,6753
Auvergne-Rhône-Alpes,2013-04-28,6782
Auvergne-Rhône-Alpes,2013-04-29,7965
Auvergne-Rhône-Alpes,2013-04-30,7719
Auvergne-Rhône-Alpes,2013-05-01,6137
Auvergne-Rhône-Alpes,2013-05-02,7001
Auvergne-Rhône-Alpes,2013-05-03,7279
Auvergne-Rhône-Alpes,2013-05-04,6651
Auvergne-Rhône-Alpes,2013-05-05,6007
Auvergne-Rhône-Alpes,2013-05-06,6744
Auvergne-Rhône-Alpes,2013-05-07,6736
Auvergne-Rhône-Alpes,2013-05-08,5725
Auvergne-Rhône-Alpes,2013-05-09,5564
Auvergne-Rhône-Alpes,2013-05-10,6071
Auvergne-Rhône-Alpes,2013-05-11,5928
Auvergne-Rhône-Alpes,2013-05-12,5739
Auvergne-Rhône-Alpes,2013-05-13,6894
Auvergne-Rhône-Alpes,2013-05-14,6886
Auvergne-Rhône-Alpes,2013-05-15,7100
Auvergne-Rhône-Alpes,2013-05-16,7563
Auvergne-Rhône-Alpes,2013-05-17,7382
Auvergne-Rhône-Alpes,2013-05-18,6719
Auvergne-Rhône-Alpes,2013-05-19,6258
Auvergne-Rhône-Alpes,2013-05-20,6407
Auvergne-Rhône-Alpes,2013-05-21,7524
Auvergne-Rhône-Alpes,2013-05-22,7789
Auvergne-Rhône-Alpes,2013-05-23,7890
Auvergne-Rhône-Alpes,2013-05-24,7893
Auvergne-Rhône-Alpes,2013-05-25,7065
Auvergne-Rhône-Alpes,2013-05-26,6583
Auvergne-Rhône-Alpes,2013-05-27,7355
Auvergne-Rhône-Alpes,2013-05-28,7494
Auvergne-Rhône-Alpes,2013-05-29,7698
Auvergne-Rhône-Alpes,2013-05-30,7719
Auvergne-Rhône-Alpes,2013-05-31,7674
Auvergne-Rhône-Alpes,2013-06-01,6686
Auvergne-Rhône-Alpes,2013-06-02,6002
Auvergne-Rhône-Alpes,2013-06-03,6969
Auvergne-Rhône-Alpes,2013-06-04,7018
Auvergne-Rhône-Alpes,2013-06-05,6937
Auvergne-Rhône-Alpes,2013-06-06,6699
Auvergne-Rhône-Alpes,2013-06-07,6671
Auvergne-Rhône-Alpes,2013-06-08,5763
Auvergne-Rhône-Alpes,2013-06-09,5374
Auvergne-Rhône-Alpes,2013-06-10,6586
Auvergne-Rhône-Alpes,2013-06-11,6777
Auvergne-Rhône-Alpes,2013-06-12,6815
Auvergne-Rhône-Alpes,2013-06-13,6760
Auvergne-Rhône-Alpes,2013-06-14,6471
Auvergne-Rhône-Alpes,2013-06-15,5700
Auvergne-Rhône-Alpes,2013-06-16,5354
Auvergne-Rhône-Alpes,2013-06-17,6618
Auvergne-Rhône-Alpes,2013-06-18,6921
Auvergne-Rhône-Alpes,2013-06-19,6871
Auvergne-Rhône-Alpes,2013-06-20,6810
Auvergne-Rhône-Alpes,2013-06-21,6585
Auvergne-Rhône-Alpes,2013-06-22,5659
Auvergne-Rhône-Alpes,2013-06-23,5340
Auvergne-Rhône-Alpes,2013-06-24,6499
Auvergne-Rhône-Alpes,2013-06-25,6762
Auvergne-Rhône-Alpes,2013-06-26,6682
Auvergne-Rhône-Alpes,2013-06-27,6766
Auvergne-Rhône-Alpes,2013-06-28,6717
Auvergne-Rhône-Alpes,2013-06-29,5983
Auvergne-Rhône-Alpes,2013-06-30,5473
Auvergne-Rhône-Alpes,2013-07-01,6564
Auvergne-Rhône-Alpes,2013-07-02,6859
Auvergne-Rhône-Alpes,2013-07-03,6944
Auvergne-Rhône-Alpes,2013-07-04,6948
Auvergne-Rhône-Alpes,2013-07-05,6782
Auvergne-Rhône-Alpes,2013-07-06,5952
Auvergne-Rhône-Alpes,2013-07-07,5513
Auvergne-Rhône-Alpes,2013-07-08,6768
Auvergne-Rhône-Alpes,2013-07-09,6970
Auvergne-Rhône-Alpes,2013-07-10,6975
Auvergne-Rhône-Alpes,2013-07-11,6919
Auvergne-Rhône-Alpes,2013-07-12,6785
Auvergne-Rhône-Alpes,2013-07-13,5907
Auvergne-Rhône-Alpes,2013-07-14,5478
Auvergne-Rhône-Alpes,2013-07-15,6691
Auvergne-Rhône-Alpes,2013-07-16,6976
Auvergne-Rhône-Alpes,2013-07-17,6934
Auvergne-Rhône-Alpes,2013-07-18,6910
Auvergne-Rhône-Alpes,2013-07-19,6768
Auvergne-Rhône-Alpes,2013-07-20,5898
Auvergne-Rhône-Alpes,2013-07-21,5558
Auvergne-Rhône-Alpes,2013-07-22,6766
Auvergne-Rhône-Alpes,2013-07-23,6954
Auvergne-Rhône-Alpes,2013-07-24,6876
Auvergne-Rhône-Alpes,2013-07-25,6975
Auvergne-Rhône-Alpes,2013-07-26,6900
Auvergne-Rhône-Alpes,2013-07-27,6034
Auvergne-Rhône-Alpes,2013-07-28,5445
Auvergne-Rhône-Alpes,2013-07-29,6251
Auvergne-Rhône-Alpes,2013-07-30,6392
Auvergne-Rhône-Alpes,2013-07-31,6431
Auvergne-Rhône-Alpes,2013-08-01,6465
Auvergne-Rhône-Alpes,2013-08-02,6347
Auvergne-Rhône-Alpes,2013-08-03,5604
Auvergne-Rhône-Alpes,2013-08-04,5261
Auvergne-Rhône-Alpes,2013-08-05,5958
Auvergne-Rhône-Alpes,2013-08-06,6023
Auvergne-Rhône-Alpes,2013-08-07,5877
Auvergne-Rhône-Alpes,2013-08-08,5763
Auvergne-Rhône-Alpes,2013-08-09,5639
Auvergne-Rhône-Alpes,2013-08-10,5180
Auvergne-Rhône-Alpes,2013-08-11,4849
Auvergne-Rhône-Alpes,2013-08-12,5472
Auvergne-Rhône-Alpes,2013-08-13,5572
Auvergne-Rhône-Alpes,2013-08-14,5547
Auvergne-Rhône-Alpes,2013-08-15,5066
Auvergne-Rhône-Alpes,2013-08-16,5420
Auvergne-Rhône-Alpes,2013-08-17,5268
Auvergne-Rhône-Alpes,2013-08-18,5063
Auvergne-Rhône-Alpes,2013-08-19,5821
Auvergne-Rhône-Alpes,2013-08-20,5992
Auvergne-Rhône-Alpes,2013-08-21,6018
Auvergne-Rhône-Alpes,2013-08-22,6100
Auvergne-Rhône-Alpes,2013-08-23,6107
Auvergne-Rhône-Alpes,2013-08-24,5511
Auvergne-Rhône-Alpes,2013-08-25,5113
Auvergne-Rhône-Alpes,2013-08-26,6129
Auvergne-Rhône-Alpes,2013-08-27,6461
Auvergne-Rhône-Alpes,2013-08-28,6445
Auvergne-Rhône-Alpes,2013-08-29,6539
Auvergne-Rhône-Alpes,2013-08-30,6447
Auvergne-Rhône-Alpes,2013-08-31,5701
Auvergne-Rhône-Alpes,2013-09-01,5341
Auvergne-Rhône-Alpes,2013-09-02,6381
Auvergne-Rhône-Alpes,2013-09-03,6665
Auvergne-Rhône-Alpes,2013-09-04,6785
Auvergne-Rhône-Alpes,2013-09-05,6817
Auvergne-Rhône-Alpes,2013-09-06,6679
Auvergne-Rhône-Alpes,2013-09-07,5765
Auvergne-Rhône-Alpes,2013-09-08,5379
Auvergne-Rhône-Alpes,2013-09-09,6349
Auvergne-Rhône-Alpes,2013-09-10,6544
Auvergne-Rhône-Alpes,2013-09-11,6722
Auvergne-Rhône-Alpes,2013-09-12,6828
Auvergne-Rhône-Alpes,2013-09-13,6659
Auvergne-Rhône-Alpes,2013-09-14,5779
Auvergne-Rhône-Alpes,2013-09-15,5529
Auvergne-Rhône-Alpes,2013-09-16,6674
Auvergne-Rhône-Alpes,2013-09-17,6918
Auvergne-Rhône-Alpes,2013-09-18,6910
Auvergne-Rhône-Alpes,2013-09-19,6789
Auvergne-Rhône-Alpes,2013-09-20,6699
Auvergne-Rhône-Alpes,2013-09-21,5838
Auvergne-Rhône-Alpes,2013-09-22,5469
Auvergne-Rhône-Alpes,2013-09-23,6556
Auvergne-Rhône-Alpes,2013-09-24,6753
Auvergne-Rhône-Alpes,2013-09-25,6753
Auvergne-Rhône-Alpes,2013-09-26,6756
Auvergne-Rhône-Alpes,2013-09-27,6634
Auvergne-Rhône-Alpes,2013-09-28,5676
Auvergne-Rhône-Alpes,2013-09-29,5421
Auvergne-Rhône-Alpes,2013-09-30,6443
Auvergne-Rhône-Alpes,2013-10-01,6703
Auvergne-Rhône-Alpes,2013-10-02,6722
Auvergne-Rhône-Alpes,2013-10-03,6801
Auvergne-Rhône-Alpes,2013-10-04,6688
Auvergne-Rhône-Alpes,2013-10-05,5755
Auvergne-Rhône-Alpes,2013-10-06,5536
Auvergne-Rhône-Alpes,2013-10-07,6712
Auvergne-Rhône-Alpes,2013-10-08,6936
Auvergne-Rhône-Alpes,2013-10-09,7007
Auvergne-Rhône-Alpes,2013-10-10,7295
Auvergne-Rhône-Alpes,2013-10-11,7469
Auvergne-Rhône-Alpes,2013-10-12,6994
Auvergne-Rhône-Alpes,2013-10-13,6583
Auvergne-Rhône-Alpes,2013-10-14,7400
Auvergne-Rhône-Alpes,2013-10-15,7578
Auvergne-Rhône-Alpes,2013-10-16,7415
Auvergne-Rhône-Alpes,2013-10-17,7218
Auvergne-Rhône-Alpes,2013-10-18,7205
Auvergne-Rhône-Alpes,2013-10-19,6262
Auvergne-Rhône-Alpes,2013-10-20,5790
Auvergne-Rhône-Alpes,2013-10-21,6802
Auvergne-Rhône-Alpes,2013-10-22,6968
Auvergne-Rhône-Alpes,2013-10-23,6959
Auvergne-Rhône-Alpes,2013-10-24,6997
Auvergne-Rhône-Alpes,2013-10-25,6819
Auvergne-Rhône-Alpes,2013-10-26,5883
Auvergne-Rhône-Alpes,2013-10-27,5556
Auvergne-Rhône-Alpes,2013-10-28,6653
Auvergne-Rhône-Alpes,2013-10-29,7049
Auvergne-Rhône-Alpes,2013-10-30,7383
Auvergne-Rhône-Alpes,2013-10-31,7580
Auvergne-Rhône-Alpes,2013-11-01,6601
Auvergne-Rhône-Alpes,2013-11-02,6286
Auvergne-Rhône-Alpes,2013-11-03,6221
Auvergne-Rhône-Alpes,2013-11-04,7750
Auvergne-Rhône-Alpes,2013-11-05,8180
Auvergne-Rhône-Alpes,2013-11-06,7935
Auvergne-Rhône-Alpes,2013-11-07,7641
Auvergne-Rhône-Alpes,2013-11-08,7527
Auvergne-Rhône-Alpes,2013-11-09,6766
Auvergne-Rhône-Alpes,2013-11-10,6780
Auvergne-Rhône-Alpes,2013-11-11,7324
Auvergne-Rhône-Alpes,2013-11-12,8607
Auvergne-Rhône-Alpes,2013-11-13,8878
Auvergne-Rhône-Alpes,2013-11-14,8910
Auvergne-Rhône-Alpes,2013-11-15,9134
Auvergne-Rhône-Alpes,2013-11-16,8297
Auvergne-Rhône-Alpes,2013-11-17,7837
Auvergne-Rhône-Alpes,2013-11-18,9054
Auvergne-Rhône-Alpes,2013-11-19,9361
Auvergne-Rhône-Alpes,2013-11-20,9888
Auvergne-Rhône-Alpes,2013-11-21,9649
Auvergne-Rhône-Alpes,2013-11-22,10015
Auvergne-Rhône-Alpes,2013-11-23,9187
Auvergne-Rhône-Alpes,2013-11-24,8484
Auvergne-Rhône-Alpes,2013-11-25,9417
Auvergne-Rhône-Alpes,2013-11-26,9928
Auvergne-Rhône-Alpes,2013-11-27,10232
Auvergne-Rhône-Alpes,2013-11-28,10495
Auvergne-Rhône-Alpes,2013-11-29,10496
Auvergne-Rhône-Alpes,2013-11-30,9377
Auvergne-Rhône-Alpes,2013-12-01,9045
Auvergne-Rhône-Alpes,2013-12-02,9755
Auvergne-Rhône-Alpes,2013-12-03,10285
Auvergne-Rhône-Alpes,2013-12-04,10214
Auvergne-Rhône-Alpes,2013-12-05,10218
Auvergne-Rhône-Alpes,2013-12-06,9985
Auvergne-Rhône-Alpes,2013-12-07,9229
Auvergne-Rhône-Alpes,2013-12-08,9108
Auvergne-Rhône-Alpes,2013-12-09,10375
Auvergne-Rhône-Alpes,2013-12-10,10388
Auvergne-Rhône-Alpes,2013-12-11,10245
Auvergne-Rhône-Alpes,2013-12-12,10122
Auvergne-Rhône-Alpes,2013-12-13,10068
Auvergne-Rhône-Alpes,2013-12-14,9348
Auvergne-Rhône-Alpes,2013-12-15,8999
Auvergne-Rhône-Alpes,2013-12-16,9565
Auvergne-Rhône-Alpes,2013-12-17,9223
Auvergne-Rhône-Alpes,2013-12-18,9050
Auvergne-Rhône-Alpes,2013-12-19,9285
Auvergne-Rhône-Alpes,2013-12-20,9200
Auvergne-Rhône-Alpes,2013-12-21,8487
Auvergne-Rhône-Alpes,2013-12-22,7805
Auvergne-Rhône-Alpes,2013-12-23,8059
Auvergne-Rhône-Alpes,2013-12-24,7803
Auvergne-Rhône-Alpes,2013-12-25,6932
Auvergne-Rhône-Alpes,2013-12-26,8216
Auvergne-Rhône-Alpes,2013-12-27,8555
Auvergne-Rhône-Alpes,2013-12-28,8098
Auvergne-Rhône-Alpes,2013-12-29,8036
Auvergne-Rhône-Alpes,2013-12-30,8836
Auvergne-Rhône-Alpes,2013-12-31,8801
Auvergne-Rhône-Alpes,2014-01-01,7666
Auvergne-Rhône-Alpes,2014-01-02,8297
Auvergne-Rhône-Alpes,2014-01-03,8575
Auvergne-Rhône-Alpes,2014-01-04,7971
Auvergne-Rhône-Alpes,2014-01-05,7876
Auvergne-Rhône-Alpes,2014-01-06,8996
Auvergne-Rhône-Alpes,2014-01-07,8731
Auvergne-Rhône-Alpes,2014-01-08,8486
Auvergne-Rhône-Alpes,2014-01-09,8651
Auvergne-Rhône-Alpes,2014-01-10,8506
Auvergne-Rhône-Alpes,2014-01-11,7933
Auvergne-Rhône-Alpes,2014-01-12,7794
Auvergne-Rhône-Alpes,2014-01-13,9218
Auvergne-Rhône-Alpes,2014-01-14,9472
Auvergne-Rhône-Alpes,2014-01-15,9741
Auvergne-Rhône-Alpes,2014-01-16,9442
Auvergne-Rhône-Alpes,2014-01-17,9098
Auvergne-Rhône-Alpes,2014-01-18,8244
Auvergne-Rhône-Alpes,2014-01-19,7865
Auvergne-Rhône-Alpes,2014-01-20,9248
Auvergne-Rhône-Alpes,2014-01-21,9644
Auvergne-Rhône-Alpes,2014-01-22,9722
Auvergne-Rhône-Alpes,2014-01-23,9552
Auvergne-Rhône-Alpes,2014-01-24,9725
Auvergne-Rhône-Alpes,2014-01-25,9144
Auvergne-Rhône-Alpes,2014-01-26,8466
Auvergne-Rhône-Alpes,2014-01-27,9386
Auvergne-Rhône-Alpes,2014-01-28,9798
Auvergne-Rhône-Alpes,2014-01-29,9915
Auvergne-Rhône-Alpes,2014-01-30,9904
Auvergne-Rhône-Alpes,2014-01-31,9671
Auvergne-Rhône-Alpes,2014-02-01,8910
Auvergne-Rhône-Alpes,2014-02-02,8380
Auvergne-Rhône-Alpes,2014-02-03,9283
Auvergne-Rhône-Alpes,2014-02-04,9360
Auvergne-Rhône-Alpes,2014-02-05,9565
Auvergne-Rhône-Alpes,2014-02-06,9465
Auvergne-Rhône-Alpes,2014-02-07,9242
Auvergne-Rhône-Alpes,2014-02-08,8626
Auvergne-Rhône-Alpes,2014-02-09,8068
Auvergne-Rhône-Alpes,2014-02-10,9137
Auvergne-Rhône-Alpes,2014-02-11,9300
Auvergne-Rhône-Alpes,2014-02-12,9139
Auvergne-Rhône-Alpes,2014-02-13,9175
Auvergne-Rhône-Alpes,2014-02-14,9196
Auvergne-Rhône-Alpes,2014-02-15,7950
Auvergne-Rhône-Alpes,2014-02-16,7950
Auvergne-Rhône-Alpes,2014-02-17,8993
Auvergne-Rhône-Alpes,2014-02-18,9207
Auvergne-Rhône-Alpes,2014-02-19,9079
Auvergne-Rhône-Alpes,2014-02-20,8820
Auvergne-Rhône-Alpes,2014-02-21,8810
Auvergne-Rhône-Alpes,2014-02-22,8207
Auvergne-Rhône-Alpes,2014-02-23,7531
Auvergne-Rhône-Alpes,2014-02-24,8607
Auvergne-Rhône-Alpes,2014-02-25,8889
Auvergne-Rhône-Alpes,2014-02-26,9087
Auvergne-Rhône-Alpes,2014-02-27,9401
Auvergne-Rhône-Alpes,2014-02-28,9415
Auvergne-Rhône-Alpes,2014-03-01,8512
Auvergne-Rhône-Alpes,2014-03-02,7897
Auvergne-Rhône-Alpes,2014-03-03,9012
Auvergne-Rhône-Alpes,2014-03-04,9285
Auvergne-Rhône-Alpes,2014-03-05,9127
Auvergne-Rhône-Alpes,2014-03-06,9053
Auvergne-Rhône-Alpes,2014-03-07,8770
Auvergne-Rhône-Alpes,2014-03-08,7673
Auvergne-Rhône-Alpes,2014-03-09,7067
Auvergne-Rhône-Alpes,2014-03-10,8040
Auvergne-Rhône-Alpes,2014-03-11,8318
Auvergne-Rhône-Alpes,2014-03-12,8285
Auvergne-Rhône-Alpes,2014-03-13,8171
Auvergne-Rhône-Alpes,2014-03-14,7868
Auvergne-Rhône-Alpes,2014-03-15,7270
Auvergne-Rhône-Alpes,2014-03-16,6735
Auvergne-Rhône-Alpes,2014-03-17,7637
Auvergne-Rhône-Alpes,2014-03-18,7696
Auvergne-Rhône-Alpes,2014-03-19,7716
Auvergne-Rhône-Alpes,2014-03-20,7741
Auvergne-Rhône-Alpes,2014-03-21,7490
Auvergne-Rhône-Alpes,2014-03-22,7181
Auvergne-Rhône-Alpes,2014-03-23,7318
Auvergne-Rhône-Alpes,2014-03-24,8424
Auvergne-Rhône-Alpes,2014-03-25,8647
Auvergne-Rhône-Alpes,2014-03-26,8511
Auvergne-Rhône-Alpes,2014-03-27,8428
Auvergne-Rhône-Alpes,2014-03-28,8168
Auvergne-Rhône-Alpes,2014-03-29,7166
Auvergne-Rhône-Alpes,2014-03-30,6566
Auvergne-Rhône-Alpes,2014-03-31,7484
Auvergne-Rhône-Alpes,2014-04-01,7644
Auvergne-Rhône-Alpes,2014-04-02,7590
Auvergne-Rhône-Alpes,2014-04-03,7625
Auvergne-Rhône-Alpes,2014-04-04,7523
Auvergne-Rhône-Alpes,2014-04-05,6751
Auvergne-Rhône-Alpes,2014-04-06,6316
Auvergne-Rhône-Alpes,2014-04-07,7176
Auvergne-Rhône-Alpes,2014-04-08,7336
Auvergne-Rhône-Alpes,2014-04-09,7477
Auvergne-Rhône-Alpes,2014-04-10,7416
Auvergne-Rhône-Alpes,2014-04-11,7160
Auvergne-Rhône-Alpes,2014-04-12,6292
Auvergne-Rhône-Alpes,2014-04-13,5911
Auvergne-Rhône-Alpes,2014-04-14,7031
Auvergne-Rhône-Alpes,2014-04-15,7367
Auvergne-Rhône-Alpes,2014-04-16,7551
Auvergne-Rhône-Alpes,2014-04-17,7513
Auvergne-Rhône-Alpes,2014-04-18,7601
Auvergne-Rhône-Alpes,2014-04-19,6947
Auvergne-Rhône-Alpes,2014-04-20,6615
Auvergne-Rhône-Alpes,2014-04-21,6546
Auvergne-Rhône-Alpes,2014-04-22,7405
Auvergne-Rhône-Alpes,2014-04-23,7314
Auvergne-Rhône-Alpes,2014-04-24,7134
Auvergne-Rhône-Alpes,2014-04-25,7077
Auvergne-Rhône-Alpes,2014-04-26,6295
Auvergne-Rhône-Alpes,2014-04-27,6076
Auvergne-Rhône-Alpes,2014-04-28,7169
Auvergne-Rhône-Alpes,2014-04-29,7265
Auvergne-Rhône-Alpes,2014-04-30,7235
Auvergne-Rhône-Alpes,2014-05-01,5963
Auvergne-Rhône-Alpes,2014-05-02,6558
Auvergne-Rhône-Alpes,2014-05-03,6423
Auvergne-Rhône-Alpes,2014-05-04,6118
Auvergne-Rhône-Alpes,2014-05-05,6873
Auvergne-Rhône-Alpes,2014-05-06,6946
Auvergne-Rhône-Alpes,2014-05-07,6916
Auvergne-Rhône-Alpes,2014-05-08,5936
Auvergne-Rhône-Alpes,2014-05-09,6093
Auvergne-Rhône-Alpes,2014-05-10,5719
Auvergne-Rhône-Alpes,2014-05-11,5508
Auvergne-Rhône-Alpes,2014-05-12,6818
Auvergne-Rhône-Alpes,2014-05-13,7282
Auvergne-Rhône-Alpes,2014-05-14,7363
Auvergne-Rhône-Alpes,2014-05-15,7370
Auvergne-Rhône-Alpes,2014-05-16,7236
Auvergne-Rhône-Alpes,2014-05-17,6172
Auvergne-Rhône-Alpes,2014-05-18,5652
Auvergne-Rhône-Alpes,2014-05-19,6680
Auvergne-Rhône-Alpes,2014-05-20,6865
Auvergne-Rhône-Alpes,2014-05-21,6872
Auvergne-Rhône-Alpes,2014-05-22,6848
Auvergne-Rhône-Alpes,2014-05-23,6722
Auvergne-Rhône-Alpes,2014-05-24,5898
Auvergne-Rhône-Alpes,2014-05-25,5542
Auvergne-Rhône-Alpes,2014-05-26,6700
Auvergne-Rhône-Alpes,2014-05-27,7069
Auvergne-Rhône-Alpes,2014-05-28,6903
Auvergne-Rhône-Alpes,2014-05-29,5824
Auvergne-Rhône-Alpes,2014-05-30,6063
Auvergne-Rhône-Alpes,2014-05-31,5681
Auvergne-Rhône-Alpes,2014-06-01,5402
Auvergne-Rhône-Alpes,2014-06-02,6515
Auvergne-Rhône-Alpes,2014-06-03,6729
Auvergne-Rhône-Alpes,2014-06-04,6859
Auvergne-Rhône-Alpes,2014-06-05,6784
Auvergne-Rhône-Alpes,2014-06-06,6677
Auvergne-Rhône-Alpes,2014-06-07,5851
Auvergne-Rhône-Alpes,2014-06-08,5397
Auvergne-Rhône-Alpes,2014-06-09,5692
Auvergne-Rhône-Alpes,2014-06-10,6803
Auvergne-Rhône-Alpes,2014-06-11,6869
Auvergne-Rhône-Alpes,2014-06-12,6932
Auvergne-Rhône-Alpes,2014-06-13,6789
Auvergne-Rhône-Alpes,2014-06-14,5828
Auvergne-Rhône-Alpes,2014-06-15,5359
Auvergne-Rhône-Alpes,2014-06-16,6455
Auvergne-Rhône-Alpes,2014-06-17,6693
Auvergne-Rhône-Alpes,2014-06-18,6735
Auvergne-Rhône-Alpes,2014-06-19,6714
Auvergne-Rhône-Alpes,2014-06-20,6682
Auvergne-Rhône-Alpes,2014-06-21,5853
